	CRC_Effect	CRC_Pvalue	CRC_SE	T2D_Effect	T2D_Pvalue	T2D_SE	CD_Effect	CD_Pvalue	CD_SE	UC_Effect	UC_Pvalue	UC_SE	ACVD_Effect	ACVD_Pvalue	ACVD_SE	cirrhosis_Effect	cirrhosis_Pvalue	cirrhosis_SE	schizofrenia_Effect	schizofrenia_Pvalue	schizofrenia_SE	asthma_Effect	asthma_Pvalue	asthma_SE	STH_Effect	STH_Pvalue	RE_Qvalue	STH_SE	BD_Effect	BD_Pvalue	BD_SE	ME/CFS_Effect	ME/CFS_Pvalue	ME/CFS_SE	migraine_Effect	migraine_Pvalue	migraine_SE	RE_Effect	RE_Pvalue	RE_stdErr	RE_conf_int	RE_Var	Zscore	Tau2_DL	Tau2_PM	I2	CRC_Qvalue	CRC_SE_RE	T2D_Qvalue	T2D_SE_RE	CD_Qvalue	CD_SE_RE	UC_Qvalue	UC_SE_RE	ACVD_Qvalue	ACVD_SE_RE	cirrhosis_Qvalue	cirrhosis_SE_RE	schizofrenia_Qvalue	schizofrenia_SE_RE	asthma_Qvalue	asthma_SE_RE	STH_Qvalue	STH_SE_RE	BD_Qvalue	BD_SE_RE	ME/CFS_Qvalue	ME/CFS_SE_RE	migraine_Qvalue	migraine_SE_RE
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	-0.3061295118380455	0.00010432841425012108	0.07889329244016506	0.13869515208556185	0.4235311748328479	0.17330177226514984	-0.41431050933831226	0.4294324382340205	0.5243353345345254	-0.01668344999832755	0.8774264621598586	0.10817082086523816	-0.3909176119563287	0.0007615742724547117	0.11599045143087801	-0.5983194597583749	7.513929054081253e-06	0.13335512972060545	0.11522699895242886	0.4555625945765144	0.1539791265108774	-0.13828851541446088	0.5354678291101312	0.14230720411299286	-0.13108444127347435	0.4130170575522407	0.05239463656724653	0.15979514725922606	0.06589166995667536	0.81009437219945	0.2521072159515592	-0.05548177197993517	0.7842039324152208	0.20209020447845405	0.027915261390441638	0.8634662774788294	0.13363978073452987	-0.14668507100568623	0.02938601334917168	0.0673401994388541	-0.27867186190584026;-0.014698280105532202	0.0045347024604646445	-2.1782690313960007	0.03254233395788357	0.029366216526049062	0.6228977198607373	0.0007882591298898036	0.07889329244016506	0.9979133102574148	0.17330177226514984	0.6088111704909996	0.5243353345345254	0.9776600797681764	0.10817082086523816	0.00152677508906397	0.11599045143087801	1.8317980889239506e-05	0.13335512972060545	0.8431904162775836	0.1539791265108774	0.7217175088006117	0.14230720411299286	0.7754192796201382	0.15979514725922606	0.9891790865546536	0.2521072159515592	0.9540315356134216	0.20209020447845405	0.979102105920751	0.13363978073452987
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	-0.2669990508181849	0.007903249733062001	0.10052011305579428	-0.005318993104160605	0.953990267118774	0.09218895165335407	0.06990804424405442	0.7813972335461088	0.2519220954017363	0.12590224830931698	0.2483867597329357	0.10907458497958084	-0.4626990173226077	7.196518670394497e-05	0.11642550795217158	-0.710722361301215	1.3305091668097185e-07	0.13452384901274128	-0.11580674373412908	0.4533020540738593	0.1539804133733416	-0.3376750750186441	0.13118022263893786	0.14314678078019966	0.1821982289107005	0.2556924892612497	0.0980790546342902	0.15995465050540109	0.14925533438062144	0.5865959394126763	0.2523895080238571	-0.1404721872857391	0.4885634381013734	0.20230036756451095	-0.022196394097517388	0.8912396434239961	0.1336373872747805	-0.14601209577698018	0.06571167271199041	0.07933778127130739	-0.3015141470687427;0.009489955514782294	0.006294483537053813	-1.8403854183629111	0.05503096793921191	0.05254787215638447	0.7496483214459182	0.02093847981226816	0.10052011305579428	0.9979133102574148	0.09218895165335407	0.8840796221940745	0.2519220954017363	0.574792437587114	0.10907458497958084	0.00018702063952074586	0.11642550795217158	4.216690590196954e-07	0.13452384901274128	0.8428281992781157	0.1539804133733416	0.36297592290419256	0.14314678078019966	0.7273794396020759	0.15995465050540109	0.9891790865546536	0.2523895080238571	0.9464041765834222	0.20230036756451095	0.979102105920751	0.1336373872747805
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0.20123128901254184	0.015091908742150384	0.08280557327492798	0.1186199084056006	0.1988662719921628	0.09232642327679697	0.5375650778917784	0.4250373453872971	0.6738832280096879	-0.06151582283136867	0.8054720887847404	0.2497886632439607	0.1506986805639963	0.19077850738480792	0.11506121409098972	0.280685896002433	0.03260482774524683	0.13110882210661196	0.009206809830284305	0.9524180526618238	0.15385232409909147	0.19081268618931269	0.3927366452147595	0.14246049798738605	0.3908018960321698	0.015530740870397318	0.003465186996004082	0.16114027885910082	-0.2013268725463818	0.4637230693941078	0.25267651143535463	0.000462148248490141	0.9981796236975996	0.20205133842161235	0.013545309908824726	0.9334986004234028	0.13363480482885245	0.1460066493587034	0.0002178218522110864	0.03948904136890303	0.06860812827565345;0.22340517044175334	0.001559384388234935	3.697396652269235	0.0	0.0	0.0	0.03420832648220753	0.08280557327492798	0.9979133102574148	0.09232642327679697	0.6057618859456754	0.6738832280096879	0.9533620460698076	0.2497886632439607	0.24265181754986145	0.11506121409098972	0.044333957198157414	0.13110882210661196	0.9950804458967104	0.15385232409909147	0.6014024399285907	0.14246049798738605	0.15424744768049914	0.16114027885910082	0.9891790865546536	0.25267651143535463	0.9997729285167744	0.20205133842161235	0.979102105920751	0.13363480482885245
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	-0.3006086935035678	1.231726814143741e-05	0.06875935575262597	0.11051619965066764	0.483803092633083	0.1578354352927033	-0.13952893836930502	0.8112862848595954	0.5843728690222023	-0.09228421720525083	0.39389160098915377	0.10824097341021367	-0.38169089463924494	0.001007666443245663	0.11593973061423085	-0.7820660045108889	7.971839649385705e-09	0.13536348072317875	-0.03628599618476201	0.8140878679654291	0.15386416926355415	-0.01412603709714714	0.949503148687617	0.14213919097905878	-0.09496100588854656	0.5529659728091367	0.0936025726964133	0.15971375047986436	0.030741163834133164	0.9107176264653892	0.2520537186299128	0.05400809332184815	0.7897973355964367	0.2020881672623046	0.12385261749726953	0.4457741270436847	0.13376132756196024	-0.14544387737409234	0.06143366943082018	0.07776245229896338	-0.2978582838800605;0.006970529131875874	0.0060469989875485556	-1.8703612485743482	0.04808162480018507	0.04618330276890333	0.7214887462584928	0.00017329122074849872	0.06875935575262597	0.9979133102574148	0.1578354352927033	0.900876181347158	0.5843728690222023	0.6799504318467283	0.10824097341021367	0.0019459980394790101	0.11593973061423085	3.0411091995804735e-08	0.13536348072317875	0.9317085338629344	0.15386416926355415	0.9711923069063696	0.14213919097905878	0.8505460545618448	0.15971375047986436	0.9891790865546536	0.2520537186299128	0.9547550069551862	0.2020881672623046	0.979102105920751	0.13376132756196024
P441-PWY: superpathway of N-acetylneuraminate degradation	0.030909352055792507	0.6842698519126924	0.07601093576544238	0.027794927018762832	0.8446351242950585	0.1418339270211261	0.14849171930058355	0.3518302276875227	0.15948928460924752	0.3325582197041594	0.002273196271472377	0.10896391342803728	0.3279002028741201	0.004631435863373321	0.11566777410017699	0.5832868534928375	1.2387725277367173e-05	0.13321334935397144	-0.16296676885252265	0.291685622676479	0.15410667331175645	0.2745163536931776	0.2193155962541584	0.14280530952021495	0.13264257955901687	0.4074981575156357	0.045732030991352694	0.1597992423812725	-0.01169619691394148	0.9659679866617514	0.25204098766314065	0.07328170879998976	0.7176153681858489	0.20211914046433668	-0.1660416078892013	0.3069356979322157	0.13386333968285913	0.14455634986584842	0.02455777320538033	0.06429616274426578	0.018535870887087497;0.2705768288446093	0.004133996543637111	2.248288913302849	0.030616585948385455	0.02880740371381399	0.6328176145677763	0.7444855988810094	0.07601093576544238	0.9979133102574148	0.1418339270211261	0.5767750996721486	0.15948928460924752	0.026805900156627743	0.10896391342803728	0.007768264934183936	0.11566777410017699	2.8672712439748742e-05	0.13321334935397144	0.7240666633498479	0.15410667331175645	0.43494849034026695	0.14280530952021495	0.772632645190537	0.1597992423812725	0.9891790865546536	0.25204098766314065	0.9540315356134216	0.20211914046433668	0.979102105920751	0.13386333968285913
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	-0.3349615124095006	4.457180191352883e-05	0.08205002029779891	0.2143616572128431	0.3079110196779053	0.21023781216356816	-0.12657584350555973	0.8307380323808244	0.5921535310147158	0.0073065249300083065	0.946156890629279	0.10819091140770604	0.3210467981805276	0.005550970890013218	0.11563604413385245	0.40361958110000296	0.0022365607097054644	0.1317896708242011	0.10199889800294086	0.5088474760887427	0.1539515162999321	0.608856577421289	0.006849491272657759	0.1453933296444547	-0.0679089039269384	0.6712609221743702	0.09929938648008045	0.1596698130470849	0.047569501996095984	0.8622548597912411	0.2520744757019405	0.08222912132079	0.6849137507216423	0.2021367049427176	0.29769139185299204	0.0677050049592867	0.13437139658384234	0.14325423752248212	0.06683156798898016	0.07816119754264564	-0.009941709661103332;0.29645018470606754	0.006109172801300474	1.832805049389385	0.0793426782358018	0.04530807801610498	0.7950445812125058	0.0004785603994926253	0.08205002029779891	0.9979133102574148	0.21023781216356816	0.9196549471616466	0.5921535310147158	0.9843303674846388	0.10819091140770604	0.009023006736276309	0.11563604413385245	0.003855493775726575	0.1317896708242011	0.8492914994113857	0.1539515162999321	0.19716749877721976	0.1453933296444547	0.8957941923093512	0.1596698130470849	0.9891790865546536	0.2520744757019405	0.9540315356134216	0.2021367049427176	0.8851862182291947	0.13437139658384234
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	-0.1682537520826302	0.029796935641635436	0.07743711284270445	0.0889345311415303	0.5872150956384945	0.1638210396951875	-0.18937294515640551	0.09901805813693533	0.11479702809440437	-0.11015778202952342	0.7231124870966397	0.31091483542850396	-0.04002063893072751	0.7279156686992019	0.11490974641533695	-0.08436930031992985	0.51878354542505	0.1305259975910832	-0.02166136740063037	0.8883544937911613	0.15385602079348573	-0.3653996786480842	0.10255644024419927	0.1433186196996576	-0.2641915472833196	0.1001092007558963	0.003554980303982276	0.1603186303727374	-0.2927137649827818	0.2879463623279189	0.2533849272852825	-0.05572732063503492	0.7832730341989513	0.2020905492533946	-0.17853796599592872	0.2720464782276346	0.1338992370282316	-0.1431567345646428	0.00026143605980344375	0.039212547929121	-0.22001332850571997;-0.06630014062356565	0.001537623915093612	-3.650788896029074	0.0	0.0	0.0	0.058730191989310426	0.07743711284270445	0.9979133102574148	0.1638210396951875	0.5153614891261818	0.11479702809440437	0.9191676332460806	0.31091483542850396	0.7797773448406209	0.11490974641533695	0.5639546720715582	0.1305259975910832	0.9712062082380052	0.15385602079348573	0.3203894993675373	0.1433186196996576	0.4619496854157624	0.1603186303727374	0.9891790865546536	0.2533849272852825	0.9540315356134216	0.2020905492533946	0.979102105920751	0.1338992370282316
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	-0.20251335205534265	0.00030884553011834015	0.05613262740905564	-0.007591851815039271	0.962748124752717	0.16254805354471075	-0.4007371506961859	0.2062178231031182	0.31703035688855463	-0.041732161128229806	0.6996415031407324	0.10816920769095434	-0.21801521176613106	0.058793508874506725	0.11523906396969387	-0.6727361300851032	5.504593768388813e-07	0.1341075999295022	-0.06782283947613331	0.6603413068065076	0.15389573437345566	-0.11554308894809807	0.6045739800439133	0.14225596661120746	0.12342749844631458	0.4407806629084233	0.0399206077628656	0.15977572491057604	0.07734476401917728	0.7779074615346051	0.2521330494805604	-0.019455114234331182	0.923486831873332	0.2020561154634046	-0.0787245649724847	0.6277858295071109	0.13368502490521084	-0.1428438238606442	0.019276322889941522	0.061040621376566066	-0.2624834417587137;-0.02320420596257472	0.0037259574580372945	-2.3401436721855355	0.019102360132579523	0.022367348570993158	0.5303001142020061	0.0017261503601134628	0.05613262740905564	0.9979133102574148	0.16254805354471075	0.5767750996721486	0.31703035688855463	0.9076124610504129	0.10816920769095434	0.08115431880710601	0.11523906396969387	1.5427841037933271e-06	0.1341075999295022	0.8941207415255574	0.15389573437345566	0.773470837960943	0.14225596661120746	0.7840203236546355	0.15977572491057604	0.9891790865546536	0.2521330494805604	0.9937238585228532	0.2020561154634046	0.979102105920751	0.13368502490521084
PWY0-42: 2-methylcitrate cycle I	0.18085073976425328	0.011487610408353222	0.07155306175667213	-0.03406135780853647	0.7117460550509782	0.09217927561714016	0.6854662037033972	0.3410188101691856	0.7199109554678808	-0.017153449678091244	0.9360075671839868	0.2136468605846188	0.34200638833767244	0.00316030030235138	0.11573516352940585	0.22271852121254102	0.08937567293417427	0.13087182161132632	0.1718946780734706	0.2661442998124724	0.1541353703167579	0.30278814999462955	0.1756444917220058	0.1429495514687701	0.32673330361433445	0.042472025454608965	0.00896806737123241	0.16068531889860246	-0.15091783515985696	0.5824449329414226	0.252397358041162	0.012059716519214898	0.9525258955120868	0.20205317232187803	-0.06486751030874406	0.6894971528124623	0.1336684116455969	0.14274766574403255	0.002504209743279695	0.047223150845859846	0.050190290086147255;0.23530504140191785	0.0022300259758108332	3.0228323012577536	0.00709758421655486	0.006301363373652389	0.2769421131170518	0.02724968050353555	0.07155306175667213	0.9979133102574148	0.09217927561714016	0.5767750996721486	0.7199109554678808	0.9794166137780268	0.2136468605846188	0.005452813226598077	0.11573516352940585	0.11226456478317014	0.13087182161132632	0.7105056865204332	0.1541353703167579	0.3868018041746904	0.1429495514687701	0.25416852732992545	0.16068531889860246	0.9891790865546536	0.252397358041162	0.9988460367951436	0.20205317232187803	0.979102105920751	0.1336684116455969
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0.007529861716908385	0.9285246962509984	0.08394386363237158	0.0631172462198242	0.4937944608803924	0.09223808172216023	0.09418781152803343	0.4111196261719003	0.11459417843933616	0.1322441519256418	0.3781842602163201	0.1500648328316692	0.30753810865011105	0.00786289390389518	0.11557543967550678	0.2993106682980454	0.022775747731236404	0.13119644693534369	0.4566806808122138	0.0034831406355307765	0.1558440343806923	-0.22855656691102635	0.30616319054735563	0.14260072505490526	0.4293905008893168	0.007966274915127369	0.04011577484311192	0.16145276099322706	0.4414955901930563	0.11113695720866187	0.25509079169819177	-0.044414805766602665	0.8264658577485524	0.2020762455397749	-0.0388685574212241	0.8107719128769867	0.1336458898680657	0.1426131162264672	0.019531308038173822	0.06107021511967497	0.022915494591904256;0.2623107378610301	0.0037295711747633775	2.33523192847771	0.020904847765194967	0.025235503101014453	0.5548322325012617	0.9468887806239024	0.08394386363237158	0.9979133102574148	0.09223808172216023	0.6038209322227028	0.11459417843933616	0.6725345711236038	0.1500648328316692	0.012491616352980644	0.11557543967550678	0.031701378598883105	0.13119644693534369	0.31162904854987905	0.1558440343806923	0.5305121687378216	0.14260072505490526	0.12204333169975128	0.16145276099322706	0.9891790865546536	0.25509079169819177	0.9799602769918871	0.2020762455397749	0.979102105920751	0.1336458898680657
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.15728736302773713	0.05571474826029088	0.0822090804998254	-0.05391718876720965	0.5588864748990596	0.09224556537309324	0.7122627560984245	0.32712565943708194	0.726858140765332	NA	NA	NA	0.5013810979055757	1.7715405187198734e-05	0.11668949919675894	0.25574658697229913	0.05133397912590314	0.13100022074153078	-0.045911011281786915	0.7660720059963203	0.15387177590127	0.15180758588506202	0.4963827845797208	0.14234199821335955	0.23773989818183974	0.13862480509890526	0.02646028472480557	0.16018669316803602	-0.08090560231434409	0.7679766071514897	0.25214192256254264	0.04379027088319417	0.8288673582842851	0.20207554997235005	0.05130511563787715	0.7519840667514253	0.1336552550963616	0.1418975631828631	0.01143033779281577	0.0561024068437136	0.031936845769184444;0.25185828059654175	0.003147480053657562	2.5292598155040302	0.016187414694906564	0.012927727917649673	0.4660572330556933	0.0992647043240117	0.0822090804998254	0.9979133102574148	0.09224556537309324	0.5767750996721486	0.726858140765332	NA	NA	5.101119499647168e-05	0.11668949919675894	0.06757060511141244	0.13100022074153078	0.9213680562906632	0.15387177590127	0.6800935248974553	0.14234199821335955	0.5362959631604112	0.16018669316803602	0.9891790865546536	0.25214192256254264	0.9799602769918871	0.20207554997235005	0.979102105920751	0.1336552550963616
PWY-2941: L-lysine biosynthesis II	-0.06942855918794305	0.5422169763770828	0.1139174217831117	0.2147924191482388	0.02016549384609867	0.09245325260787643	-0.19564493135557695	0.08836984542841986	0.11481104599067092	-0.3353386596964897	0.0020774444999311914	0.10891397256398	-0.17783038370549564	0.12284150326776826	0.1151251151611834	-0.2567369600878338	0.05044615368326177	0.1310043425491552	-0.06642497997721859	0.6669119397105387	0.15389393039949995	-0.4795310202978128	0.03257607568882962	0.1441657274744957	-0.6777221065179365	3.794678400458126e-05	0.11367932165419706	0.1641421372737948	-0.023510769961209314	0.9316561875639988	0.2520475398271848	0.31584067499845264	0.1212998185208822	0.20330716412070254	0.1183277933890186	0.4663025481153886	0.133750162677135	-0.1408387406499496	0.07813757669787291	0.0799495111083781	-0.29753978242237067;0.015862301122471473	0.0063919243264686735	-1.7615960210066974	0.052823734905330245	0.056307875588681874	0.7543594291597385	0.6430945533774702	0.1139174217831117	0.9979133102574148	0.09245325260787643	0.4881839931504852	0.11481104599067092	0.025860602223281383	0.10891397256398	0.160112299924862	0.1151251151611834	0.06682898815917636	0.1310043425491552	0.8941207415255574	0.15389393039949995	0.2908931183930494	0.1441657274744957	0.002422269712292437	0.1641421372737948	0.9891790865546536	0.2520475398271848	0.7946266366008026	0.20330716412070254	0.979102105920751	0.133750162677135
PWY-6562: norspermidine biosynthesis	-0.10044292798491557	0.104258651872299	0.061828185222529634	-0.16129585020606138	0.35693809762405104	0.17509030981576595	NA	NA	NA	NA	NA	NA	0.1854034055442184	0.10775078051278086	0.11514482826467383	0.6724980741364275	5.552805729799518e-07	0.13410505945131015	0.15184186580843864	0.3257704431519564	0.1540730490820068	0.1317240069781839	0.5549949494945179	0.14229147587419866	0.2663162758983149	0.0974323953595708	0.11849969447087322	0.16032982659403225	0.04689153145204674	0.8641983379494773	0.2520734670288127	-0.14421754284192229	0.4770760097903085	0.20231381554950625	0.2483219723353194	0.12707744504724747	0.13414730477842549	0.13819148248553026	0.08173367947991017	0.07938780452911894	-0.017408614391542843;0.29379157936260336	0.006302423507953596	1.740714248305513	0.050906886377495304	0.04041128906948843	0.744959182641453	0.16556066309128714	0.061828185222529634	0.9979133102574148	0.17509030981576595	NA	NA	NA	NA	0.14131800185632631	0.11514482826467383	1.545781054511758e-06	0.13410505945131015	0.7578343149336203	0.1540730490820068	0.7264970254537915	0.14229147587419866	0.4606988570705631	0.16032982659403225	0.9891790865546536	0.2520734670288127	0.9464041765834222	0.20231381554950625	0.979102105920751	0.13414730477842549
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	-0.04563333027802145	0.5883488942367494	0.08431408043413803	-0.034020081088990066	0.7120524632520322	0.09217012015327652	NA	NA	NA	NA	NA	NA	-0.29701263613556433	0.010230218664526686	0.11553000358111658	-0.4711831648300154	0.00037691792707714123	0.13226593205715104	0.08471024557223235	0.5831634096970166	0.1539204942811859	-0.11474019616473385	0.6070854222952224	0.14225432545904973	NA	NA	0.056147212685344054	NA	0.09153877588667812	0.7385592979543147	0.2521707932388411	NA	NA	NA	-0.20687968993712205	0.20332870994450503	0.13399025798702702	-0.1380644481561167	0.03216069461690352	0.0644435943749867	-0.2643738931310906;-0.011755003181142781	0.004152976855967818	-2.1424076278666635	0.01487609072483795	0.016257436148806103	0.4959580671807468	0.6783375238788569	0.08431408043413803	0.9979133102574148	0.09217012015327652	NA	NA	NA	NA	0.01601086266827411	0.11553000358111658	0.0007256550745597301	0.13226593205715104	0.8884294544842637	0.1539204942811859	0.7742260290663755	0.14225432545904973	NA	NA	0.9891790865546536	0.2521707932388411	NA	NA	0.979102105920751	0.13399025798702702
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	-0.3194830700629859	0.00011599801277117902	0.08288717101375302	0.22748982156301706	0.28486268642158885	0.2127147684037222	-0.11618081863644562	0.8412661078788181	0.5801086480903256	0.0014699327473330053	0.9891592106335484	0.10818405547286077	0.2613773439954881	0.023657253485213185	0.11538780432657934	0.3879276136622072	0.003279219375853019	0.13168936504623013	0.06446409905806362	0.6761725716047348	0.15389146310971738	0.6385437290881879	0.004607025909494883	0.14571458267023782	-0.08428118492811132	0.5984311777607982	0.11293132908815928	0.15969466235648425	0.04553338212417162	0.8680941483510556	0.252071489940444	0.0973813179106979	0.6309054000348604	0.20217105508647773	0.31137480531267864	0.056098983929749935	0.13444060350275958	0.13789294180098877	0.07735391753771292	0.07807102195823505	-0.015126261237151939;0.29091214483912947	0.006095084469603219	1.7662499906143936	0.07475422892807067	0.04511848504280947	0.7844678582040423	0.0008604943492843827	0.08288717101375302	0.9979133102574148	0.2127147684037222	0.9283652514715376	0.5801086480903256	0.9952145558778358	0.10818405547286077	0.034946328832542985	0.11538780432657934	0.005404153531405775	0.13168936504623013	0.8941207415255574	0.15389146310971738	0.16878467650240342	0.14571458267023782	0.8687742133165101	0.15969466235648425	0.9891790865546536	0.252071489940444	0.9540315356134216	0.20217105508647773	0.8851862182291947	0.13444060350275958
PWY-6823: molybdenum cofactor biosynthesis	0.1457808212777594	0.04139683446176079	0.07147754026288625	-0.02683188054377899	0.7710370487188942	0.09219986306208952	0.5395719500124359	0.2371005258723589	0.4563882893725502	0.1098634226683288	0.31009777572510266	0.10823802401458124	0.3231708084814	0.005249670604911568	0.11564580716015466	0.14969382848843193	0.25275229711854397	0.13065056169131944	-0.004139004869696574	0.9785988836695594	0.15385167375173744	0.3254897042299548	0.14558781218044473	0.14307548174549456	0.11560388388415326	0.4702337038232238	0.003912051958818837	0.15975708463708774	-0.17401177084134292	0.5262877232713858	0.2525153672372211	0.03647964472421809	0.8570936446950342	0.2020681401969435	0.25652561847533784	0.11505923083106115	0.13418175870409954	0.13556339653875196	0.0003732929572701771	0.038098025423307855	0.06089126670906857;0.21023552636843534	0.0014514595411550114	3.558278809269105	0.001157136046224534	0.0010846468829328391	0.0649645992666446	0.07510536736990013	0.07147754026288625	0.9979133102574148	0.09219986306208952	0.5767750996721486	0.4563882893725502	0.6147223859665666	0.10823802401458124	0.008590147837444391	0.11564580716015466	0.29251108542932625	0.13065056169131944	0.9977009000071466	0.15385167375173744	0.372594051571412	0.14307548174549456	0.7933899055695803	0.15975708463708774	0.9891790865546536	0.2525153672372211	0.9799602769918871	0.2020681401969435	0.9319797697315952	0.13418175870409954
PWY66-367: ketogenesis	0.029884481979912926	0.6779969402935468	0.07197645404534819	-0.004914099735567651	0.9575069932921232	0.09222764331231098	NA	NA	NA	NA	NA	NA	0.27337498003245403	0.018002671584026242	0.11543367223686565	0.4453622124215744	0.0007634384500514262	0.13207543911301875	0.044207446219466526	0.7745105275528126	0.15387029985786355	-0.08691302843988304	0.6968472074564322	0.14220450799557668	NA	NA	0.04433570836006991	NA	0.3544232275479581	0.19921061936767065	0.2540098796339753	0.1168608282828158	0.564341544571997	0.2022237187269283	0.22647597497056066	0.16388622976179792	0.13406097756051086	0.13317796131301157	0.02264401333903332	0.05842707059618394	0.018660902944491048;0.2476950196815321	0.0034137225784514618	2.2793879609926884	0.013453243990629206	0.013046709509644122	0.46751361883197234	0.7396330257747784	0.07197645404534819	0.9979133102574148	0.09222764331231098	NA	NA	NA	NA	0.02687632885416684	0.11543367223686565	0.0013979406285386114	0.13207543911301875	0.9213680562906632	0.15387029985786355	0.8284053823154638	0.14220450799557668	NA	NA	0.9891790865546536	0.2540098796339753	0.9540315356134216	0.2022237187269283	0.979102105920751	0.13406097756051086
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	-0.10058792683417328	0.18735413683926885	0.0762927484054373	-0.1219546295427308	0.186440213143972	0.09230711471654612	-0.2873185228293393	0.012600874343422051	0.11516443480981355	-0.014248102026949375	0.8952211011127087	0.10818554118513307	-0.378075956013467	0.00112286150746872	0.11592018306097415	-0.6347809673434274	2.148049438243928e-06	0.13371333193706195	-0.2621265087565426	0.0907400737211282	0.1545107954523561	0.16617225853687778	0.4565938800685983	0.14238251148642522	0.07591690682697669	0.635192102349746	0.08525854578144827	0.1596812998187257	0.30710524904566266	0.2651309248902648	0.25352014827244124	-0.10312811761001188	0.6109146132984404	0.20218559727421426	-0.004574405131017006	0.9775184743585894	0.13363344720500744	-0.13316192354009038	0.054939874369906994	0.06937860468268416	-0.2691439887181513;0.0028201416379705635	0.004813390787716164	-1.9193514217982761	0.030015343384873258	0.03877934337546559	0.6609085292834551	0.2682122380014796	0.0762927484054373	0.9979133102574148	0.09230711471654612	0.17544294278149167	0.11516443480981355	0.9776600797681764	0.10818554118513307	0.002148748612019687	0.11592018306097415	5.462940546645051e-06	0.13371333193706195	0.5067796739830336	0.1545107954523561	0.645639767254895	0.14238251148642522	0.8844210018763791	0.1596812998187257	0.9891790865546536	0.25352014827244124	0.9540315356134216	0.20218559727421426	0.9947110103397706	0.13363344720500744
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	0.0892973700781609	0.11285005500100233	0.056320841886705685	-0.062477297184988824	0.4979777748616971	0.09219359766756398	0.4111903731444523	0.3790963366763793	0.4674941826556025	0.10149844414779764	0.6942068532469521	0.2581655851560806	0.3676209735782471	0.0015285173591806905	0.11586467738418675	0.5401676322358372	4.9233411481211186e-05	0.13282591470528635	-0.0605801213922552	0.6946608959691407	0.15388679419496248	0.3706158030329446	0.0977770277684118	0.14335244003392966	0.04115513387210908	0.7969780584974757	0.07446788052970815	0.15964070864366695	-0.3167122684064364	0.2506297035276348	0.25361398402097385	0.032121752298187284	0.8740106802163733	0.20206436517789925	0.0442502495212448	0.7851789213947168	0.13364962551390486	0.1320620426946365	0.04656464128587956	0.06635487452068964	0.002006488634084813;0.2621175967551882	0.004402969372656468	1.9902387525947198	0.025249015403341492	0.02776512122693024	0.5975750545884709	0.17777151521393414	0.056320841886705685	0.9979133102574148	0.09219359766756398	0.5889822913169499	0.4674941826556025	0.9076124610504129	0.2581655851560806	0.0028473708328100467	0.11586467738418675	0.00010905465338848929	0.13282591470528635	0.9035202101592068	0.15388679419496248	0.3132063737897778	0.14335244003392966	0.9028612429706998	0.15964070864366695	0.9891790865546536	0.25361398402097385	0.9799602769918871	0.20206436517789925	0.979102105920751	0.13364962551390486
PWY-5484: glycolysis II (from fructose 6-phosphate)	-0.2098426601892248	0.003240564954401837	0.07127938402069095	0.15100117755607026	0.10188378995979663	0.0923109233368997	-0.3558158526324202	0.32738452986689537	0.3633014458975648	-0.4662114942137439	2.1085429174894088e-05	0.10961749356524382	-0.3248726636342205	0.005019055324613635	0.1156536756045158	-0.384847539193444	0.0035301243526001053	0.1316701348736621	0.11451042598624735	0.458365481892749	0.15397754484011952	-0.3835272302591711	0.08671553659944681	0.14343818129943167	0.12819512777658687	0.42336852024794414	0.0980790546342902	0.15978768131235974	0.1540308323329716	0.5747103081037417	0.25241229020517963	0.05561725671721597	0.7836902580548718	0.202090394524412	0.03784820088571314	0.8156482540089773	0.13364523614038665	-0.13191532318492316	0.06577616790509677	0.0716952151242861	-0.2724379448285239;0.008607298458677609	0.005140203871717662	-1.8399459846273345	0.04164821858740616	0.03886867089700263	0.7145934372693384	0.010207105225594228	0.07127938402069095	0.9979133102574148	0.0923109233368997	0.5767750996721486	0.3633014458975648	0.0008457599924596406	0.10961749356524382	0.00828636192808761	0.1156536756045158	0.00577147314790176	0.1316701348736621	0.8446735081167688	0.15397754484011952	0.30925983406705365	0.14343818129943167	0.7769934956673581	0.15978768131235974	0.9891790865546536	0.25241229020517963	0.9540315356134216	0.202090394524412	0.979102105920751	0.13364523614038665
