	CRC_Effect	CRC_Pvalue	CRC_SE	T2D_Effect	T2D_Pvalue	T2D_SE	UC_Effect	UC_Pvalue	UC_SE	ACVD_Effect	ACVD_Pvalue	ACVD_SE	asthma_Effect	asthma_Pvalue	asthma_SE	migraine_Effect	migraine_Pvalue	migraine_SE	RE_Effect	RE_Pvalue	RE_stdErr	RE_conf_int	RE_Var	Zscore	Tau2_DL	Tau2_PM	RE_Qvalue	I2	CRC_Qvalue	CRC_SE_RE	T2D_Qvalue	T2D_SE_RE	UC_Qvalue	UC_SE_RE	ACVD_Qvalue	ACVD_SE_RE	asthma_Qvalue	asthma_SE_RE	migraine_Qvalue	migraine_SE_RE	CD_Effect	CD_Pvalue	CD_SE	schizofrenia_Effect	schizofrenia_Pvalue	schizofrenia_SE	BD_Effect	BD_Pvalue	BD_SE	ME/CFS_Effect	ME/CFS_Pvalue	ME/CFS_SE	CD_Qvalue	CD_SE_RE	schizofrenia_Qvalue	schizofrenia_SE_RE	BD_Qvalue	BD_SE_RE	ME/CFS_Qvalue	ME/CFS_SE_RE	cirrhosis_Effect	cirrhosis_Pvalue	cirrhosis_SE	STH_Effect	STH_Pvalue	STH_SE	cirrhosis_Qvalue	cirrhosis_SE_RE	STH_Qvalue	STH_SE_RE
s__Eubacterium_sp_CAG_38	-0.2049331937756727	0.00025913689067191825	0.056099098803562286	-0.25986828417259794	0.004991259390840774	0.09255895820619356	0.004721495218745847	0.9898850838150564	0.3724308893973184	-0.501548377608905	1.7604919875406627e-05	0.11669068547474508	-0.1549901130759724	0.4874098270492453	0.142350659348466	-0.019776348855058388	0.9030350926109711	0.13363653892790706	-0.23338965982634982	5.261117106858393e-06	0.05124828895843137	-0.3338363061848753;-0.13294301346782433	0.0026263871211668786	-4.55409662585335	0.009808259677910908	0.012258038547973554	0.00013503533907603207	0.3895333520325748	0.0048804114409877935	0.056099098803562286	0.2582976734760101	0.09255895820619356	0.9950404923863144	0.3724308893973184	0.00019605478952157375	0.11669068547474508	0.8041099120254059	0.142350659348466	0.9768408453724448	0.13363653892790706	-0.08051554498398086	0.4822546999138362	0.11458338661293893	-0.15069509101156142	0.3294269399429457	0.15406971774837286	-0.5873200319514903	0.03553671036289319	0.2574152076721484	-0.4123943037371735	0.04399967104563005	0.20418770890966967	0.6453192387336225	0.11458338661293893	0.6413311703144581	0.15406971774837286	0.3163767692895551	0.2574152076721484	0.1514742773702018	0.20418770890966967	-0.4511485128854682	0.0006535148528094124	0.13211721767933873	-0.02422407612589084	0.8796325799582458	0.15962966606489082	0.00146040564046185	0.13211721767933873	0.9137268660031392	0.15962966606489082
s__Anaerotignum_lactatifermentans	0.04318572082872308	0.6819608645923969	0.10538530630782364	0.05396659650419888	0.7103638290252385	0.14531857674523624	NA	NA	NA	0.04332505052493089	0.7064573724350895	0.11491172394718994	NA	NA	NA	NA	NA	NA	0.23048770866767823	0.03475934062726371	0.10917632885023074	0.01650210412122599;0.44447331321413047	0.011919470781213724	2.111150934410551	0.05895564369166057	0.05304944313300743	0.08727617048802085	0.7789522818354628	0.8359391721469338	0.10538530630782364	0.9592235912561108	0.14531857674523624	NA	NA	0.7903290239570637	0.11491172394718994	NA	NA	NA	NA	0.6698938337011567	1.2831661289069983e-08	0.11776714102341107	NA	NA	NA	NA	NA	NA	0.4620613916984289	0.024410447605779262	0.20472971523703554	5.966722499417544e-07	0.11776714102341107	NA	NA	NA	NA	0.10123206836559144	0.20472971523703554	0.16874623505384992	0.1974814656556704	0.13069995543941218	NA	NA	NA	0.2429687695426507	0.13069995543941218	NA	NA
s__Faecalibacterium_prausnitzii	-0.30991409313186763	0.000651195405100724	0.0909014112755699	-0.21084112804951446	0.04088810342714444	0.1031177940517894	0.2254405287156961	0.20717998273929566	0.1787284602442883	-0.10632423641053584	0.3556372387719009	0.11497939831295932	-0.5323743343496449	0.017807892148488668	0.14463331299428456	-0.27010943049029273	0.09715693998394766	0.13424124965391496	-0.22881550687693336	0.0020115973274572596	0.07408593714017839	-0.374023943671683;-0.08360707008218374	0.005488726081938464	-3.088514712906855	0.02607444017088816	0.038456843700562175	0.014823427282610109	0.5579578158328652	0.009945184932207477	0.0909014112755699	0.4863155375126045	0.1031177940517894	0.5370323236794903	0.1787284602442883	0.4922662344582809	0.11497939831295932	0.2367402132681435	0.14463331299428456	0.4372062299277645	0.13424124965391496	-1.084088305403673	0.3647528024170568	1.1961088094651895	-0.05273065128592371	0.7325801550720059	0.15387824341378736	0.11514343400554256	0.6746963687513519	0.25224759210985065	-0.7230608608803425	0.0005454159828256703	0.20854909726824586	0.556098534832562	1.1961088094651895	0.8794542413079561	0.15387824341378736	0.8782685489780528	0.25224759210985065	0.011453735639339076	0.20854909726824586	-0.41502306776116976	0.00168116476729545	0.13186500886898753	-0.09225249943896573	0.5643331236076863	0.15970869448076333	0.0035064293717876533	0.13186500886898753	0.7001910978095367	0.15970869448076333
s__Streptococcus_mutans	-0.1404566173173239	0.012196183995074385	0.05603881636383758	NA	NA	NA	NA	NA	NA	0.2299250926671441	0.04633790779788355	0.1152772551155619	0.19665609022487648	0.3784332763913939	0.14248056461756334	0.25812571709588905	0.11282352725989007	0.1341886082931325	0.2265650467434738	0.08112457079753144	0.12989640359623802	-0.028031904305152705;0.48116199779210034	0.01687307566723676	1.7441979952556241	0.09909153485091664	0.07030909661329345	0.16583872437371472	0.8953722611337505	0.055126751657736214	0.05603881636383758	NA	NA	NA	NA	0.11022123699496572	0.1152772551155619	0.7845782390229405	0.14248056461756334	0.4441018599309741	0.1341886082931325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6616513079937081	8.241963812128027e-07	0.1339902088188446	NA	NA	NA	5.059669995410824e-06	0.1339902088188446	NA	NA
s__Clostridium_sp_CAG_167	-0.21681937152521397	0.00011215685296650513	0.05613207011326096	NA	NA	NA	-0.07269498904891063	0.7727513215343096	0.25173318758637325	NA	NA	NA	-0.14257313630119942	0.5229134405683187	0.14231788134134554	-0.0362654172431288	0.8232266436348414	0.13364425647694314	-0.22070192269741737	0.02144308293637387	0.09595357443560129	-0.4087709285911959;-0.032632916803638834	0.009207088446968477	-2.300090684433442	0.02748256987052384	0.04219212693801697	0.062389117288112576	0.6331199060476038	0.0023043135245845604	0.05613207011326096	NA	NA	0.9367082159604564	0.25173318758637325	NA	NA	0.8264024660327414	0.14231788134134554	0.9450305858053027	0.13364425647694314	-0.0426449655955642	0.7098167693401205	0.1146055231045911	NA	NA	NA	NA	NA	NA	-0.3054927074870239	0.1338249845124173	0.20322645609169607	0.8099749637868859	0.1146055231045911	NA	NA	NA	NA	0.3215436902505565	0.20322645609169607	NA	NA	NA	-0.7784086487873959	2.7065212436307896e-06	0.16555844445366333	NA	NA	2.1333755685089754e-05	0.16555844445366333
s__Roseburia_inulinivorans	-0.11329779101654222	0.04318663191680483	0.05603529496622188	-0.02105783281549135	0.9327865290795818	0.2496794443567457	-0.18592193698304965	0.0864049107010334	0.1084298685951905	-0.3787954656499064	0.0010990008793962764	0.11592405919881575	-0.0854788341131618	0.7016057977685556	0.14220231260592045	-0.0626102824689924	0.699763734877558	0.13366600897477882	-0.21937450128765415	0.0043435203761863495	0.07691757746696044	-0.3701329531228966;-0.06861604945241168	0.00591631372338586	-2.8520724197519787	0.02421012193200611	0.04259847144025644	0.021630492049098955	0.5748684374901206	0.13370107963284786	0.05603529496622188	0.9918058821823116	0.2496794443567457	0.3094866801473378	0.1084298685951905	0.005845385090762558	0.11592405919881575	0.9342475784524248	0.14220231260592045	0.8650037331863694	0.13366600897477882	-1.1460427220172515	0.11518083900400655	0.7274948389243631	-0.17828897870554067	0.2488337653865577	0.1541568604880841	-0.6382662005235443	0.022786882039547755	0.2583764348315729	-0.7139859117713445	0.0006341043311748097	0.20838948124543533	0.28188994808875284	0.7274948389243631	0.5432125180927948	0.1541568604880841	0.3163767692895551	0.2583764348315729	0.012105628140610005	0.20838948124543533	-0.3736220222854556	0.00460058362880651	0.13160132376910771	0.22088600119627155	0.168630139548071	0.1601098311019622	0.008837963286917766	0.13160132376910771	0.2860308696131837	0.1601098311019622
s__Weissella_confusa	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1965593020266509	0.08824903056552877	0.11517535850623382	NA	NA	NA	NA	NA	NA	0.21887571618800353	0.05351186886293169	0.113362053707951	-0.0033139090795804294;0.4410653414555875	0.012850955220884365	1.9307670338425778	0.03075014948359548	0.031855109392545024	0.12238853175581406	0.6157533358141944	NA	NA	NA	NA	NA	NA	0.19133639370402256	0.11517535850623382	NA	NA	NA	NA	NA	NA	NA	0.12450010748745073	0.4201798605609427	0.15400048320637735	NA	NA	NA	NA	NA	NA	NA	NA	0.7207708535038062	0.15400048320637735	NA	NA	NA	NA	0.5258653800624383	7.641689403993549e-05	0.13270374040581626	-0.011226399390882946	0.9440479510291622	0.1596250692626812	0.00023570844781332207	0.13270374040581626	0.9511460559241184	0.1596250692626812
s__Coprococcus_comes	-0.14133679118433504	0.05815350946787179	0.07460220925196244	-0.09160375746557672	0.4510250773576123	0.12153759638746432	0.042429968177404784	0.6948725001519462	0.1081703537836224	-0.19291503234438764	0.09427797535720596	0.11516519003274467	-0.3072088362984696	0.16945234438255946	0.1429733689194905	-0.2476301085779305	0.12813440230255047	0.13414444986993385	-0.21530733187965415	0.002299543018055239	0.07062631547340607	-0.35373491020753;-0.07687975355177826	0.004988076437349079	-3.0485426067671173	0.03642244143591091	0.03566257083170972	0.015623365799140004	0.6659113156695791	0.17068432649011722	0.07460220925196244	0.9592235912561108	0.12153759638746432	0.9125992168662228	0.1081703537836224	0.20085307793491705	0.11516519003274467	0.5874661216427657	0.1429733689194905	0.4650038793237719	0.13414444986993385	-0.4028110265879159	0.4043416652796721	0.483049210121125	-0.2219397756766976	0.15159003280401734	0.15432442620715986	-0.2444818374372912	0.3740942431439925	0.2529786247224168	-0.2742603741125361	0.17783226243758554	0.20299899148193268	0.5921854310395198	0.483049210121125	0.4672260759988615	0.15432442620715986	0.8069747244963268	0.2529786247224168	0.3734477511189296	0.20299899148193268	-0.8326713712448852	9.692695374942848e-10	0.1360041858188281	0.1127095192572505	0.4814019888443206	0.15975049731574795	1.117210677427623e-08	0.1360041858188281	0.6202679471647977	0.15975049731574795
s__Sellimonas_intestinalis	-0.034152889921996187	0.6874592027881274	0.08489292189168615	0.10034544533459047	0.6563102076939011	0.2254886890534899	0.02512252138374925	0.8163890788901886	0.10819730029676244	0.3025016159928802	0.008926093046102658	0.11555350310186638	0.6582910922398069	0.0035109219562547878	0.14593632943692258	0.13936763050604953	0.3909783444957435	0.1337953993388984	0.21494582806479037	0.015906925047861842	0.08915051712056225	0.040210814508488346;0.3896808416210924	0.007947814702863664	2.4110440971880114	0.0433725718232284	0.037493725642301357	0.051753516705015296	0.6936333815357715	0.8359391721469338	0.08489292189168615	0.9592235912561108	0.2254886890534899	0.9544592282002986	0.10819730029676244	0.032458914275897977	0.11555350310186638	0.08816315134595358	0.14593632943692258	0.7270258472028288	0.1337953993388984	0.05134146250098792	0.9047729560660848	0.4291538578943404	NA	NA	NA	NA	NA	NA	0.4988768032162726	0.015322877693107629	0.20517014920409346	0.9553411959627821	0.4291538578943404	NA	NA	NA	NA	0.0748326585012233	0.20517014920409346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s__Clostridium_aldenense	-0.006386318372033546	0.9546748688488644	0.11236156474508198	0.10832362878345624	0.6188289069102648	0.21773122184659768	NA	NA	NA	0.1516349616336474	0.18804507560513484	0.1150632439540746	0.4801127463312039	0.03236834352261053	0.14417061687955288	NA	NA	NA	0.2133194835150321	0.0044010092047950256	0.0749043892481014	0.06650688058875337;0.36013208644131084	0.005610667528631088	2.847890299304978	0.015284644132969897	0.012394739645881829	0.021630492049098955	0.4283628107972147	0.9718762178371324	0.11236156474508198	0.9592235912561108	0.21773122184659768	NA	NA	0.31129083461660834	0.1150632439540746	0.2905838781654897	0.14417061687955288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2389828326935458	0.2397988583023258	0.20277128533545574	NA	NA	NA	NA	NA	NA	0.4378935673346819	0.20277128533545574	0.3445440872322695	0.00888161573997772	0.13143239841336896	NA	NA	NA	0.016345158378614458	0.13143239841336896	NA	NA
s__Butyricimonas_virosa	0.27495290198917977	0.0006600786459429743	0.08073444922706335	0.001995853241439218	0.9901617649985044	0.16186034720572365	-0.2006185568085272	0.06442686863741788	0.1084885360654494	-0.18281083866886108	0.11274159213440366	0.11513798748146535	-0.10202827189483557	0.6474561874764204	0.1422298643508465	-0.3776710933499665	0.020749135855915226	0.1348193118521232	-0.21236397926012038	0.006943842694409286	0.07866714967527132	-0.36655159262365217;-0.05817636589658859	0.00618852043803154	-2.699525534314307	0.07884216074499587	0.05141118320606794	0.028643351114438304	0.8071073150208328	0.009945184932207477	0.08073444922706335	0.9994931777736245	0.16186034720572365	0.2538418624314264	0.1084885360654494	0.2284353714428655	0.11513798748146535	0.8976999899979816	0.1422298643508465	0.2334277783790463	0.1348193118521232	-0.14975071751449315	0.4106305276195443	0.18200477710776788	-0.4708784415686966	0.002612991395491249	0.15596899717462318	0.008487959698750595	0.9752992445676611	0.2520399676125254	-0.16178670533288309	0.4252437388487609	0.20238160836739189	0.5927870395186834	0.18200477710776788	0.08108603066657713	0.15596899717462318	0.9882440977233242	0.2520399676125254	0.5855774402050394	0.20238160836739189	-0.6613999853634871	8.317265745880806e-07	0.13398756867675468	-0.5474588389279418	0.000781007123157287	0.16258638472081688	5.059669995410824e-06	0.13398756867675468	0.0038761094260398687	0.16258638472081688
s__Eubacterium_eligens	-0.2876473585482846	0.019127765302396904	0.12276717229702293	-0.1226800182130512	0.18356509481890534	0.09225047144644033	0.08442531044920515	0.7750428385865706	0.2954155267280691	-0.4318868461341659	0.00020599391933128736	0.11622999848011015	-0.4629914833243466	0.03898282532248691	0.1440291258973621	-0.3239180386614047	0.046972661144584635	0.1345067421675301	-0.21181227729586774	0.018789298379501496	0.0901449626184964	-0.3884964040281207;-0.03512815056361479	0.008126114285490113	-2.349685119869438	0.058528262214804144	0.06636540616502086	0.05787103900886461	0.7227452186805873	0.0758399115498544	0.12276717229702293	0.8086884529117029	0.09225047144644033	0.9367082159604564	0.2954155267280691	0.0015293487950353152	0.11622999848011015	0.2957386592961096	0.1440291258973621	0.3217233405362489	0.1345067421675301	-0.6469396790414652	0.11255977894376444	0.4077029067241187	-0.1455648140828808	0.3461119542431081	0.15405512286900785	-0.15042422833047414	0.5836759239518525	0.25239501827173144	-0.1786547968158133	0.37876894782882703	0.20245399580606072	0.2791482517805359	0.4077029067241187	0.6597759127759248	0.15405512286900785	0.8474525434300936	0.25239501827173144	0.5440985364140667	0.20245399580606072	-0.5022846282006919	0.0001546303055070958	0.13250923253868294	0.5869867273231945	0.00032773228989395564	0.1630250093879684	0.0004286586950133416	0.13250923253868294	0.001756645073831602	0.1630250093879684
s__Veillonella_atypica	0.020353023023052058	0.7529577912281673	0.06466580046609532	0.012519718449444134	0.9223287696552808	0.12840643238221525	-0.04660763854008199	0.6665886936581584	0.10817990617557173	0.17202244415261006	0.13550170498043748	0.1151105514626868	-0.07938642701202114	0.7219498404310862	0.1421933934882346	0.3311096672573102	0.0423314627751476	0.1345458252671912	0.21156637219573762	0.10417223226672823	0.1301983278991377	-0.04362235048657229;0.46675509487804756	0.01695160458773138	1.6249546027936261	0.14244672598629288	0.1720482970562831	0.1977192986800572	0.8893399564600792	0.8724736066834824	0.06466580046609532	0.9918058821823116	0.12840643238221525	0.9070280250486528	0.10817990617557173	0.2534192192382228	0.1151105514626868	0.9342475784524248	0.1421933934882346	0.3217233405362489	0.1345458252671912	0.562078980329891	0.24705621932419675	0.4855851444217657	0.29072787550254403	0.06090145735316638	0.1546621200880323	-0.1930251414806274	0.4822766666135701	0.2526250659816484	0.038870764645097165	0.8478392169652047	0.20207041524279384	0.4376424456600056	0.4855851444217657	0.33466971530959416	0.1546621200880323	0.8419715086173223	0.2526250659816484	0.9273241435556928	0.20207041524279384	1.4900535180570569	3.2211464109097498e-24	0.14746530831291016	0.07522719183126111	0.6382660378813705	0.15968026017726414	2.3514368799641172e-22	0.14746530831291016	0.7705193610459788	0.15968026017726414
s__Oscillibacter_sp_CAG_241	0.09775401707564786	0.15466359601777646	0.06868364196552677	-0.0972234485328614	0.5053671843405632	0.14596609523601814	-0.3869159073006545	0.03580113677122698	0.1843177418497085	0.05786102357378455	0.6150131835463394	0.11492228451742617	-0.36319363530617416	0.10463334277566122	0.14330445801478708	-0.27610993819898705	0.0899977364237277	0.13426849763056134	-0.21105109290738897	0.006078877588929554	0.0769277912350525	-0.36182956372809183;-0.06027262208668607	0.00591788506430382	-2.7434960697431614	0.06837891056121602	0.04871593948594254	0.02649473062344768	0.7935723608218473	0.3460789376239355	0.06868364196552677	0.9592235912561108	0.14596609523601814	0.16401916148678408	0.1843177418497085	0.7141148339756074	0.11492228451742617	0.4416550966475376	0.14330445801478708	0.4365807312093533	0.13426849763056134	-0.6254487928517322	9.81693213386592e-08	0.11734322022274565	0.17091778664997273	0.2688608618725213	0.15413215600011107	-0.283785739382711	0.3027647327616078	0.25330426738989503	-0.1288136079298905	0.5252712181046554	0.2022607663609728	3.6518987537981216e-06	0.11734322022274565	0.5721109037519929	0.15413215600011107	0.7812631768509739	0.25330426738989503	0.6644997337468532	0.2022607663609728	-0.5931530889394279	8.932227713980347e-06	0.13330601318991805	-0.18235360848722615	0.25528903679731024	0.15995521444288344	3.5566506715667206e-05	0.13330601318991805	0.3932038038027537	0.15995521444288344
s__Parabacteroides_distasonis	0.1455861220974069	0.01946800016036709	0.06231092507904465	-0.027668252963250803	0.8974336068735447	0.21464230511370105	-0.09762167778963544	0.6883520476527036	0.24338945782422725	-0.3747792253300647	0.0012384707158983742	0.1159025155340238	-0.135634842632489	0.5433194095132505	0.14230075416435542	-0.1568071468597852	0.3345570485612173	0.1338384798293164	-0.2087374686796534	0.014729262541353316	0.08558433229476226	-0.37648275997738745;-0.040992177381919376	0.007324677934340286	-2.4389682443363303	0.07305901370797384	0.058020651015588474	0.04931100937757415	0.7801158286250971	0.07585806959039591	0.06231092507904465	0.9918058821823116	0.21464230511370105	0.9125992168662228	0.24338945782422725	0.006321360945731286	0.1159025155340238	0.828183740188725	0.14230075416435542	0.703507812395083	0.1338384798293164	-0.21017869080764168	0.4701091567778697	0.290984724615325	-0.11302327331241956	0.46421353521134207	0.15397429372748153	0.16049374774936012	0.5588133943368869	0.25244426148333043	-0.7673517254962744	0.0002569250151846607	0.20935517573686555	0.6380946182676679	0.290984724615325	0.7217738999343746	0.15397429372748153	0.8419715086173223	0.25244426148333043	0.008992375531463124	0.20935517573686555	-0.1919961698241995	0.14277059634885922	0.13076820783868273	-0.7756478813681809	2.9192774787977737e-06	0.16551717062018026	0.1850104177538472	0.13076820783868273	2.1732399008827868e-05	0.16551717062018026
s__Eisenbergiella_tayi	0.2642436891353943	0.0026398179992679354	0.08788096686497249	0.16576204340587994	0.10135818883078662	0.10117901959730814	-0.2538739882061057	0.2961233711019542	0.2429921231762009	0.17951256418838848	0.119353606443785	0.11512942326749798	0.2415339376984768	0.27959061643034683	0.14265473342707322	0.2641241497058892	0.10474771732746203	0.13421466188102565	0.20595213759480738	5.218006649210238e-06	0.04520632002309194	0.11734775034954718;0.29455652484006756	0.0020436113700302034	4.555826209468156	0.0	0.0	0.00013503533907603207	0.0	0.01861801590453313	0.08788096686497249	0.7234879310848019	0.10117901959730814	0.6340902620335324	0.2429921231762009	0.23731197044254915	0.11512942326749798	0.7347381315495162	0.14265473342707322	0.4394021641387107	0.13421466188102565	0.21224064144048446	0.17510914415542336	0.1565232662364037	NA	NA	NA	NA	NA	NA	0.24404162709422966	0.23006715193040694	0.20280203074225292	0.3701170546921447	0.1565232662364037	NA	NA	NA	NA	0.4326667759421156	0.20280203074225292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s__Ruminococcus_bicirculans	-0.2265185431393705	0.006219126819997367	0.08279190396064864	0.031419727278057565	0.7332728203894685	0.09220074441421673	-0.13104162296290467	0.2262178373477557	0.10828462118139363	-0.17626431726638156	0.12616009956075516	0.11512114074045512	-0.1834395830768327	0.41124843067521466	0.14243603810074926	-0.0017027737047624776	0.991630530342256	0.13363329665267198	-0.20361954490007952	0.002559026973488532	0.06750699986435596	-0.33593326463421724;-0.07130582516594183	0.004557195030686156	-3.016273057745404	0.03918526118588044	0.03565466454944307	0.016420423079884745	0.7121298570569351	0.03388722512866385	0.08279190396064864	0.9592235912561108	0.09220074441421673	0.5625113654200008	0.10828462118139363	0.24337971962507884	0.11512114074045512	0.7845782390229405	0.14243603810074926	0.9973270169919368	0.13363329665267198	-0.7984045850954123	2.014521882642839e-11	0.11907658487340934	0.05704770398548956	0.7116367599308571	0.1538827996261535	-0.4287495375390782	0.12160990095570262	0.25491809481583644	-0.20793107061059468	0.30599603467376457	0.20259658479154075	1.8735053508578403e-09	0.11907658487340934	0.8750181131379923	0.1538827996261535	0.5564574255851847	0.25491809481583644	0.4833347127565466	0.20259658479154075	-0.27321424711549863	0.037473231481074634	0.13107523601602414	-0.19484805344524206	0.22429825863976896	0.16000212859294316	0.05820310421528613	0.13107523601602414	0.3665361787527932	0.16000212859294316
s__Gordonibacter_pamelaeae	-0.1508011463966884	0.03266500563772068	0.07059394443924942	0.20838252243854288	0.03356459753638008	0.09805018615808586	0.11511835157428935	0.8188000485576166	0.5025057912655362	0.5444089021319994	3.3567618601665363e-06	0.11700724353085035	0.3675403489163781	0.10057280696346356	0.14333244235632894	0.3960857507039119	0.015358280669100766	0.13493721771479922	0.20332699825404657	0.010843725943132876	0.0798082210254382	0.04690288504418769;0.3597511114639055	0.006369352143245198	2.5476949071354165	0.06719123918706049	0.04072306140418459	0.03827426666177791	0.7792843048863599	0.11018345185261004	0.07059394443924942	0.4863155375126045	0.09805018615808586	0.9544592282002986	0.5025057912655362	5.874333255291438e-05	0.11700724353085035	0.4416550966475376	0.14333244235632894	0.1919785083637596	0.13493721771479922	-0.04763462489271168	0.8959586879777519	0.3642676791758429	0.27849480000272303	0.07247342395981693	0.15459549911464468	0.4888965542200745	0.07842348919877414	0.255776264525496	0.22583246377188085	0.2664654230158249	0.20269435497706587	0.9553411959627821	0.3642676791758429	0.34006760473452563	0.15459549911464468	0.4083429954832722	0.255776264525496	0.4549409661245791	0.20269435497706587	-0.19874287548167427	0.12931754348965105	0.1307896529646468	NA	NA	NA	0.1695840839774466	0.1307896529646468	NA	NA
s__Bacteroides_xylanisolvens	0.015797161919241208	0.8987983696756303	0.12421159154804776	0.13193746377081367	0.15276802451374016	0.09227542677774124	-0.530038486594277	1.4606962723817676e-06	0.1100455091827838	-0.26924752413843	0.019797022399860174	0.11541766248288822	-0.1331375671630506	0.5507606305687769	0.14229479823021832	0.003706279567163689	0.9817841597214544	0.13363338716469492	-0.20290642674958698	0.003967230807544242	0.07043513990685102	-0.340959300967015;-0.06485355253215899	0.004961108933697677	-2.8807556429635324	0.047493116209691814	0.0345248779761067	0.020616208037282584	0.7058427134742014	0.9448618370839372	0.12421159154804776	0.8086884529117029	0.09227542677774124	9.591905521973604e-05	0.1100455091827838	0.05914964009714321	0.11541766248288822	0.828183740188725	0.14229479823021832	0.9973270169919368	0.13363338716469492	-0.2016306080742424	0.7404854624945449	0.6087687022439184	-0.3180486217709792	0.0405400326095045	0.15482113095983885	-0.2677548451672558	0.33065751029441315	0.25316564719563445	0.05036476298501553	0.803672463043261	0.20208336601737545	0.8347290668120325	0.6087687022439184	0.2747713321310861	0.15482113095983885	0.7980738560282767	0.25316564719563445	0.8973065277165053	0.20208336601737545	-0.38020609197072336	0.003941556218985748	0.13164144073786224	-0.5874626208834349	0.00032423676539482547	0.16303046895228102	0.00777658389151242	0.13164144073786224	0.001756645073831602	0.16303046895228102
s__Roseburia_sp_CAG_309	-0.2364843365122244	0.001358517237459056	0.0738247027856479	-0.033919832072461464	0.8024894167221142	0.1356106346560438	-0.1797858345134819	0.5196849593017439	0.27924378355519525	NA	NA	NA	-0.2905563689999914	0.19366251890712732	0.14288542931321546	-0.2569380856334704	0.11447959055998445	0.13418352032322975	-0.19962406723005857	5.1352471137189326e-05	0.049297382734147535	-0.2962469373889877;-0.10300119707112941	0.0024302319444370274	-4.049384696680501	0.0	0.0	0.0009124939102069796	0.0	0.01423522805255671	0.0738247027856479	0.9714345570846644	0.1356106346560438	0.8309279500058584	0.27924378355519525	NA	NA	0.6063688436934177	0.14288542931321546	0.4441018599309741	0.13418352032322975	0.007880168727078167	0.9644491087666432	0.1767996130623784	NA	NA	NA	NA	NA	NA	-0.2615046506470114	0.1986710538192199	0.20291307411509926	0.9748968876750036	0.1767996130623784	NA	NA	NA	NA	0.4029233909334323	0.20291307411509926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s__Klebsiella_quasipneumoniae	-0.04600427331455311	0.4110268789825489	0.05596028605590304	0.05775806385378295	0.7577812100594932	0.1872855333312208	NA	NA	NA	0.3067789374528491	0.008015486115508633	0.11557211016951807	NA	NA	NA	NA	NA	NA	0.19897045217299625	0.036494547143336	0.09513862565003042	0.012498745898936625;0.38544215844705587	0.009051358090576627	2.0913740430192207	0.06401951616367128	0.04811765021779657	0.08968340840543208	0.7879499450218662	0.6635148189289718	0.05596028605590304	0.9592235912561108	0.1872855333312208	NA	NA	0.03021221689691715	0.11557211016951807	NA	NA	NA	NA	NA	NA	NA	-0.11959667167179447	0.4386827009753531	0.15398898473226133	0.1547253207157966	0.5729915883977984	0.2524156629395957	0.44716605383660224	0.029266721339860913	0.2045608560788832	NA	NA	0.7217738999343746	0.15398898473226133	0.8419715086173223	0.2524156629395957	0.11174566329765072	0.2045608560788832	0.6645617093148957	7.416681255019901e-07	0.13402085181676324	0.18051376654557927	0.26009502742904983	0.15994856761501502	4.777215278968702e-06	0.13402085181676324	0.3960537917669623	0.15994856761501502
s__Bacteroides_massiliensis	-0.035227484056006286	0.5293673731357373	0.05600803030877916	-0.11953699874339314	0.19515648439098765	0.09227273081071488	-0.14263871503927786	0.18780002002509044	0.10829631104949174	-0.5288443085678665	6.204034061193092e-06	0.1168893872259822	0.06391143210812594	0.7744929273989098	0.14217370022272466	-0.1439612544395446	0.3755798157741263	0.13380625601084334	-0.19777819112338513	0.0005878819655527057	0.05754142526720594	-0.31055938464710875;-0.08499699759966149	0.003311015621781446	-3.4371444607942836	0.023397123334982266	0.019583297582802844	0.006401022720625048	0.6380260878036055	0.7339694866789978	0.05600803030877916	0.8146191971379356	0.09227273081071488	0.4999541073640921	0.10829631104949174	8.941107911719457e-05	0.1168893872259822	0.9410505461943744	0.14217370022272466	0.7270258472028288	0.13380625601084334	-0.4735118760959968	5.852620347757133e-05	0.11782784497656855	-0.10021470805562306	0.5162787199894181	0.1539480492833443	-0.17160751695460422	0.5319993036219008	0.2525023020193373	-0.14820830819169042	0.4650029543809764	0.20232853305095375	0.0012786141740419588	0.11782784497656855	0.7500824563567815	0.1539480492833443	0.8419715086173223	0.2525023020193373	0.6141548454088368	0.20232853305095375	-0.37869478417327396	0.004084701104860365	0.1316321714056161	NA	NA	NA	0.007987049481825178	0.1316321714056161	NA	NA
